Layer,Name,GEOID,Population,UNS_2018-2022,LNG_2021,DIS_2018-2022,EDB_2018-2022,EDE_2018-2022,UMP_2018-2022,INC_2018-2022,POV_2018-2022,PCT-W_2018-2022,PCT-B_2018-2022,PCT-H_2018-2022
(Indicator name),,,,"Uninsured rate (% of residents), 2018-2022","Chronic obstructive pulmonary disease (COPD) (% of adults), 2021","Disability (% of residents), 2018-2022","High school graduation rate (% of residents), 2018-2022","College graduation rate (% of residents), 2018-2022","Unemployment rate (%), 2018-2022","Median household income, 2018-2022","Poverty rate (% of residents), 2018-2022","Demographics, Non-Hispanic White (% of residents), 2018-2022","Demographics, Non-Hispanic Black (% of residents), 2018-2022","Demographics, Hispanic or Latino (% of residents), 2018-2022"
(Definition),,,,"Percent of residents without health insurance (at the time of the survey).","Percent of resident adults aged 18 and older who report ever having been told by a doctor, nurse, or other health professional that they have chronic obstructive pulmonary disease (COPD), emphysema, or chronic bronchitis. Data for counties and states are age-adjusted. Data for zips, tracts and smaller layers are raw.","Percent of residents with a disability, defined as one or more sensory disabilities or difficulties with everyday tasks.","Residents 25 or older with at least a high school degree: including GED and any higher education","Residents 25 or older with a four-year college (bachelor's) degree or higher","Percent of residents 16 and older in the civilian labor force who are actively seeking employment.","Income in the past 12 months.","Percent of residents in families that are in poverty (below the Federal Poverty Level).","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns.","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns.","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns."
(Citation),,,,"American Community Survey (Tables B27001/C27001)","PLACES (Sub-county data (zip codes, tracts)), Behavioral Risk Factor Surveillance System (BRFSS) (County and state level data)","American Community Survey (Table S1810)","American Community Survey (Table B15002)","American Community Survey (Table B15002)","American Community Survey (Tables B23025, B23001, and C23002)","American Community Survey (Table B19013)","American Community Survey (Table B17001)","American Community Survey (Table B01001)","American Community Survey (Table B01001)","American Community Survey (Table B01001)"
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Census tract,Tract 6709,17031670900,1172,17.97752808988764,8.0,15.890850722311397,86.3481228668942,15.358361774744028,18.63560732113145,27421.517868630624,27.046548956661315,5.778491171749598,69.58266452648475,24.63884430176565
Census tract,Tract 6711,17031671100,994,24.48087431693989,9.0,28.852459016393446,97.0684039087948,5.211726384364821,37.06896551724138,13899.64520064775,63.16939890710383,0.0,100.0,0.0
Census tract,Tract 6712,17031671200,980,13.690476190476192,10.2,15.357142857142858,69.16666666666667,15.208333333333332,26.01010101010101,36939.1850750904,15.95238095238095,1.4285714285714286,77.26190476190476,19.88095238095238
Census tract,Tract 6713,17031671300,2048,13.458056729028364,9.6,21.48461074230537,76.5684051398337,6.349206349206349,30.18867924528302,25725.209166130568,37.20508166969147,0.0,87.08509354254677,12.91490645745323
Census tract,Tract 6714,17031671400,1558,23.996913580246915,8.9,13.425925925925927,75.0,4.0,13.661202185792352,23913.368087135914,46.913580246913575,0.0,59.43033102386451,22.709776751347192
Census tract,Tract 6715,17031671500,2716,6.889081455805893,9.7,22.790294627383016,77.79874213836479,13.89937106918239,10.894941634241246,31328.529426118588,21.79376083188908,0.389948006932409,87.21837088388214,12.39168110918544
Census tract,Tract 6716,17031671600,1804,12.580456407255705,11.2,24.575775307197198,86.0,5.333333333333334,34.51568894952251,19313.16227068036,43.06612053832651,2.223522527794032,93.09537741369222,1.7554125219426564
Census tract,Tract 6718,17031671800,1142,12.76595744680851,10.1,17.02127659574468,84.12073490813648,12.20472440944882,33.1764705882353,31606.35728387941,38.12056737588653,0.5319148936170213,84.8404255319149,10.0177304964539
Census tract,Tract 6719,17031671900,1122,12.86266924564797,8.7,18.27852998065764,76.4627659574468,16.75531914893617,2.214022140221402,,10.34816247582205,0.0,65.57059961315281,31.6247582205029
Census tract,Tract 6720,17031672000,3397,10.393172813166718,8.5,13.898201767753736,70.75848303393214,10.728542914171657,21.627260083449237,35442.76572239846,20.603474550441938,0.0303490136570561,82.51896813353567,14.8103186646434
Census tract,Tract 6805,17031680500,1307,11.465400271370422,10.3,19.74219810040705,78.90995260663507,11.018957345971565,7.213578500707214,36040.599924576854,23.783413296778612,3.6635006784260513,70.28493894165535,26.051560379918588
Census tract,Tract 6806,17031680600,1165,3.0560271646859083,10.3,10.186757215619696,92.98998569384835,17.59656652360515,27.339181286549707,46148.765944231236,24.448217317487263,0.2546689303904924,99.490662139219,0.0
Census tract,Tract 6809,17031680900,3573,27.79661016949153,11.8,20.847457627118644,73.95796223726398,12.076950480940503,33.5191637630662,20948.037090441223,36.29943502824859,1.5168539325842696,91.74157303370788,0.8707865168539325
Census tract,Tract 6810,17031681000,2573,6.96560731388768,13.9,25.859817152808013,79.19834139599172,12.232204561161025,23.185011709601877,,51.28428384849804,0.087070091423596,95.1240748802786,1.784936874183718
Census tract,Tract 6811,17031681100,2873,6.728778467908903,10.0,20.03105590062112,78.1701444622793,17.014446227929376,25.71428571428571,29876.122407329352,38.19875776397515,0.15527950310559,98.86128364389234,0.05175983436853
Census tract,Tract 6812,17031681200,2353,13.233724653148348,11.0,29.669156883671292,83.36653386454184,12.649402390438247,27.01664532650448,15897.621775105925,47.171824973319104,4.83271375464684,83.90865639936273,2.336696760488582
Census tract,Tract 6813,17031681300,2182,15.281962978906586,10.0,19.93112354713732,75.47169811320755,10.339622641509434,23.815309842041312,16046.16340202755,47.180370210934136,0.5596211795092553,95.69522169608264,0.7318123116659492
Census tract,Tract 6814,17031681400,2474,17.34965407131453,7.607367880602897,17.775412453432676,81.97115384615384,15.224358974358973,5.867014341590613,47249.99121542181,11.868014901543374,0.1064395955295369,93.82650345928684,4.310803618946248
Census tract,Tract 6903,17031690300,2302,13.3051742344245,11.3,18.32101372756072,85.87155963302753,16.574923547400612,10.90573012939002,32384.82543978349,26.02956705385428,3.907946157186279,94.22492401215806,1.3894919669995658
Census tract,Tract 6904,17031690400,3363,12.223756906077348,8.5,19.302486187845304,90.19893255701116,33.77001455604076,18.06282722513089,37338.96377470662,26.9682320441989,0.0,97.21458046767538,2.063273727647868
Census tract,Tract 6905,17031690500,992,9.838274932614556,10.9,16.846361185983827,88.15331010452961,6.445993031358885,26.75736961451247,51533.85838195168,16.9811320754717,0.0,100.0,0.0
Census tract,Tract 6909,17031690900,4250,10.84274087687057,7.8,27.82882646363875,86.46590515749394,19.38386985115957,18.6184565569347,37713.98553650258,27.041218167498037,0.8926227356261486,95.22184300341296,1.023890784982935
Census tract,Tract 6910,17031691000,2668,1.9962335216572504,7.3,13.408662900188324,93.54132457580734,35.35851122058018,11.25,71863.8889505091,27.984934086629004,1.054613935969868,96.7984934086629,0.64030131826742
Census tract,Tract 6911,17031691100,2980,6.174124176205342,8.8,24.037460978147763,86.98279869827988,19.8047419804742,9.377289377289378,52761.61911311253,24.41820076415422,0.2081165452653486,99.23690600069372,0.1734304543877905
Census tract,Tract 6912,17031691200,2277,9.173387096774194,9.2,24.14314516129032,90.23494860499268,13.582966226138032,12.87642782969886,32597.551720313226,31.098790322580644,0.5040322580645161,97.68145161290325,0.4536290322580645
Census tract,Tract 6913,17031691300,2374,9.090909090909092,7.6,26.972555746140653,91.2777777777778,23.555555555555557,16.878048780487806,39159.974089931005,26.372212692967413,0.0,98.15608919382504,1.5008576329331047
Census tract,Tract 6914,17031691400,3411,4.553868937430582,7.7,17.586079229914848,91.42011834319528,19.11242603550296,15.61904761904762,35591.30734932008,29.98889300259163,0.0370233246945575,90.11477230655312,4.183635690485006
Census tract,Tract 6915,17031691500,1806,7.12401055408971,10.6,21.002638522427443,88.28264758497316,17.441860465116278,38.29268292682927,20505.162980545265,55.83113456464381,4.854881266490765,92.87598944591028,2.216358839050132
Census tract,Tract 7001,17031700100,3326,14.578469520103765,5.6,7.237354085603114,80.74074074074075,12.854030501089325,5.517959396147839,72256.33226114155,16.159008776458442,1.1615900877645844,59.11202891068663,36.00929272070212
Census tract,Tract 7002,17031700200,6554,16.608594657375146,4.8,9.79965156794425,79.72850678733032,16.900452488687783,9.552061702758824,73441.91450564563,18.833624200116347,6.64924506387921,14.735772357723578,76.58246225319397
Census tract,Tract 7003.01,17031700301,5762,11.691704768125408,5.3,11.07119529719138,69.4225721784777,16.299212598425196,7.708189951823813,68042.15128995762,8.355263157894736,18.72958850424559,4.849771391247551,75.0653167864141
Census tract,Tract 7003.02,17031700302,5662,11.427619523571549,6.4,11.860736298517407,75.3810384913459,16.016533195556704,9.258532757944293,76183.51613833492,12.010661335998666,21.572547059803437,12.610361485923704,65.01749125437281
Census tract,Tract 7004.01,17031700401,5822,13.171437761338051,5.3,8.02508845287874,82.56038647342994,17.367149758454108,11.11111111111111,74330.41349630649,19.475715664200703,4.117079446767449,50.83628176262464,42.28047603731103
Census tract,Tract 7004.02,17031700402,4082,8.194322505121452,6.4,8.545507755340942,87.10575139146567,26.99443413729128,7.172743574417215,78129.22806628363,3.92156862745098,6.379865378987416,59.78928884986831,31.811530582382208
Census tract,Tract 7005.01,17031700501,6912,3.5702900860694933,5.199999999999999,21.96365954733822,85.57905337361531,24.59214501510574,15.808823529411764,61414.62734310876,12.55977048135161,2.9093678598629094,81.82787509520183,8.865194211728864
Census tract,Tract 7005.02,17031700502,2978,12.202898550724637,5.3,9.18840579710145,94.20068676077832,34.64326592903472,9.014925373134329,80270.24472592559,10.202898550724637,4.431072210065645,82.90481400437638,11.13238512035011
Census tract,Tract 7101,17031710100,1015,4.483430799220272,10.8,19.39571150097466,96.44970414201184,15.976331360946746,29.934924078091107,21547.705139865568,59.74658869395712,0.0,90.74074074074076,8.47953216374269
Census tract,Tract 7102,17031710200,4635,12.672583826429982,9.1,23.49605522682446,70.89684509039348,7.0896845090393485,15.56420233463035,25757.301492934625,35.281065088757394,2.342209072978304,97.21400394477315,0.0
Census tract,Tract 7103,17031710300,1424,10.274963820549928,8.3,22.503617945007235,86.36363636363636,10.17786561264822,6.174496644295302,49920.98972914217,15.918958031837915,0.0,94.06657018813314,2.315484804630969
Census tract,Tract 7104,17031710400,5424,6.986591390261116,7.7,20.51870148200424,86.59468001053463,20.35817750855939,19.502243982048142,41131.35987932296,33.36273817925194,1.3937896965419905,92.81933662667608,3.2286520818630917
Census tract,Tract 7105,17031710500,4036,12.038169806704184,8.1,17.00513824321018,85.02238502238502,18.35571835571836,15.109450080085423,36624.68027241065,28.09794706900816,0.1712747736726205,89.20968925862492,4.991436261316369
Census tract,Tract 7106,17031710600,1706,16.686046511627907,8.8,21.453488372093023,80.9278350515464,16.789396170839467,15.985576923076922,32885.46573792675,21.511627906976745,6.162790697674419,88.19767441860465,3.1395348837209305
Census tract,Tract 7107,17031710700,3420,10.961313012895662,9.099999999999998,17.64361078546307,84.13223140495867,14.958677685950414,29.006085192697768,28858.33718582932,34.76959904248953,0.5275498241500586,98.00703399765534,0.0293083235638921
Census tract,Tract 7108,17031710800,4804,7.804232804232804,9.2,22.861552028218696,80.18480492813141,14.442162902121837,30.14991671293726,27930.41047938064,27.226631393298064,0.4188712522045855,98.39065255731924,0.0881834215167548
Census tract,Tract 7109,17031710900,1942,3.765690376569038,8.2,16.503951650395166,89.83186549239392,24.499599679743795,15.57632398753894,41869.483395816234,38.67968386796839,0.0,92.00371920037192,6.369130636913063
Census tract,Tract 7110,17031711000,3058,7.515215665519979,9.1,20.243450648319666,85.20787746170679,12.385120350109409,21.43765903307888,53209.077841123355,25.668166181529507,2.487430537179148,93.27864514421805,2.4080444562053454
Census tract,Tract 7111,17031711100,2499,13.176638176638178,7.2,15.02849002849003,89.1292875989446,23.852242744063325,30.25499655410062,42790.07471328112,25.462962962962965,0.0,96.83048433048434,2.8846153846153846
Census tract,Tract 7112,17031711200,4687,9.817210926268228,8.4,20.51756007393715,84.84666265784726,19.542994588093805,14.771347632537434,53588.68422103418,8.124352331606218,0.6982953378517149,83.5900595604847,11.049496816594784
Census tract,Tract 7113,17031711300,1462,13.164400494437578,7.0,19.34487021013597,82.51633986928104,14.54248366013072,20.0,64389.127576033185,11.681087762669964,1.8541409147095176,92.21260815822002,0.0
Census tract,Tract 7114,17031711400,2394,9.05425219941349,7.800000000000001,15.065982404692082,92.67100977198696,16.449511400651463,12.958626073380172,49448.77406331107,23.863636363636363,0.3299120234604105,93.21847507331378,4.325513196480939
Census tract,Tract 7115,17031711500,2372,3.4246575342465757,8.5,21.27092846270929,83.75321336760926,13.213367609254496,8.579335793357934,52651.588278355775,10.6544901065449,0.0,95.92846270928462,1.4840182648401825
Census tract,Tract 7201,17031720100,3344,2.314540059347181,4.1,6.231454005934718,97.3491773308958,67.0018281535649,16.63574520717378,139017.5412498059,12.113014727983169,52.34421364985163,30.979228486646885,12.522255192878337
Census tract,Tract 7202,17031720200,4131,2.8801562118623383,4.8,12.39931657310227,97.72568229531142,49.26522043386984,6.472986748216106,108963.53565961977,2.140672782874617,42.64095679765682,47.74225042714181,7.10275811569441
Census tract,Tract 7203,17031720300,3637,3.154399557277255,4.6,12.728278915329277,97.31958762886596,68.93470790378007,6.470028544243577,133183.15623682868,2.075262866629773,62.313226342003325,28.55561704482568,5.534034311012729
Census tract,Tract 7204,17031720400,1961,4.5405982905982905,4.2,8.11965811965812,97.28049728049729,57.57575757575758,4.253214638971316,106735.41125579538,2.8327097808658475,77.45726495726495,8.27991452991453,12.339743589743591
Census tract,Tract 7205,17031720500,2086,1.6366612111292964,3.8,7.801418439716312,97.1798780487805,58.53658536585365,2.818270165208941,101434.67579138845,2.5095471903982545,87.34315330060011,1.9094380796508457,9.929078014184398
Census tract,Tract 7206,17031720600,1691,0.3763440860215054,4.2,11.559139784946236,98.46022241231822,73.56715141146279,5.694760820045558,136117.31183034228,5.10752688172043,77.20430107526882,21.236559139784948,0.6989247311827957
Census tract,Tract 7207,17031720700,3073,2.392344497607656,4.9,12.567783094098884,94.28052655469814,45.392646391284615,6.638566912539515,108405.12917322922,7.687400318979266,23.63636363636364,59.64912280701754,1.690590111642743
Census tract,Tract 7301,17031730100,2462,1.6110902959910078,7.2,26.376920194829523,88.3773161145424,27.51263335204941,7.420494699646643,60465.6113933317,20.71937055076808,2.098164106406894,94.90445859872612,0.0
Census tract,Tract 7302.01,17031730201,5627,7.935108446482102,7.8,14.371363075295363,91.039339485187,18.382710053423992,11.920313520574789,56925.36928503294,8.16616367832416,1.8515253041791573,92.32939516840062,2.7861047434314936
Census tract,Tract 7302.02,17031730202,2893,7.795791652293895,6.1,17.247326664367023,93.52319706017455,37.62057877813505,14.137214137214135,72271.00303910911,6.764295676429567,1.6812156482379566,97.54283866795993,0.7759456838021339
Census tract,Tract 7303,17031730300,1046,9.309021113243762,7.2,22.93666026871401,89.04823989569752,19.42633637548892,26.96850393700788,45177.743827502825,9.404990403071018,0.0,97.88867562380038,0.0
Census tract,Tract 7304,17031730400,3386,8.368200836820083,6.9,22.077282795963573,84.51724137931035,28.172413793103445,7.46928746928747,83700.4559994676,14.20132906719173,3.1203931203931203,95.11056511056512,1.0565110565110565
Census tract,Tract 7305,17031730500,4220,9.671848013816929,8.0,20.824080927707872,90.33767970578404,33.533935138749584,12.407602956705386,56612.698329599145,24.47569701455712,0.2714038983469035,99.7039230199852,0.0246730816679003
Census tract,Tract 7306,17031730600,3254,4.789915966386555,7.799999999999999,16.9187675070028,94.51988360814742,33.656644034917555,16.291751874573958,69192.89043678874,13.221288515406163,1.0644257703081232,97.6470588235294,0.6442577030812324
Census tract,Tract 7307,17031730700,2281,7.77972027972028,8.1,16.52097902097902,87.18813216453135,27.5118004045853,14.130434782608695,50000.76208434082,17.43881118881119,0.0,99.1695804195804,0.0
Census tract,Tract 7401,17031740100,3234,0.878048780487805,5.6,16.94308943089431,93.57142857142856,40.85714285714286,5.219072164948454,100479.24137625057,15.772357723577237,80.55284552845528,0.6504065040650406,16.29268292682927
Census tract,Tract 7402,17031740200,5830,2.4718059632318865,4.6,11.33940985632628,96.4061321940186,41.11585825584317,5.019037729318103,108604.10159941435,6.847027388109553,80.2410010814151,1.174107832535146,9.779082342036151
Census tract,Tract 7403,17031740300,4869,2.042435058496926,4.3,8.724965298433473,94.40798858773182,50.3851640513552,6.349206349206349,111922.44819095366,3.212373587150505,89.60935950822922,0.0,8.76462423160817
Census tract,Tract 7404,17031740400,4695,4.679911699779249,4.4,8.763796909492273,98.55849815621858,30.70734160241368,7.759649820931158,85451.78011934603,1.8984547461368653,85.27593818984548,5.320088300220751,5.739514348785872
Census tract,Tract 7501,17031750100,3736,8.663366336633663,7.6,12.54125412541254,93.56814701378256,39.05053598774885,17.94871794871795,47779.97306950021,13.92796848621272,7.425742574257425,90.51155115511553,1.5126512651265127
Census tract,Tract 7502,17031750200,3024,1.3689907672715695,4.4,9.837631327602674,98.07032590051458,39.57975986277873,11.009174311926609,68998.50262871847,5.921680993314231,30.054122890799107,60.61763769500159,4.393505253104107
Census tract,Tract 7503,17031750300,2470,0.7462686567164178,4.1,7.187745483110762,99.51338199513384,64.47688564476886,3.071428571428572,109113.91113378735,1.3774104683195594,85.78161822466615,5.695208169677926,3.4171249018067558
Census tract,Tract 7504,17031750400,2909,1.863799283154122,4.4,11.11111111111111,94.76439790575915,54.92622560685388,6.78391959798995,95368.30910179905,7.324955116696589,55.84229390681004,24.121863799283155,11.505376344086022
Census tract,Tract 7505,17031750500,5618,10.768879762719598,6.2,21.514944102213096,92.2752808988764,33.37078651685393,9.766454352441617,48486.921182812395,18.38923112023728,25.39382482671708,62.67590842260029,1.1132115101869355
Census tract,Tract 7506,17031750600,3420,7.479079497907949,7.2,10.198744769874477,85.06677458518818,22.096317280453256,2.7605244996549345,51809.85239246656,25.196643943366546,1.222684703433923,93.41831425598336,4.630593132154006
Census tract,Tract 7608.01,17031760801,4403,12.2509537939805,4.1,6.930902924968208,92.00359389038636,59.65858041329739,5.540166204986149,67502.08327602653,10.406952098346755,42.899533700720646,5.150487494701145,8.902077151335313
Census tract,Tract 7608.02,17031760802,2374,9.904153354632587,8.3,16.97854860794158,89.77945131791286,27.111350188273263,2.711323763955343,74423.93970584973,13.007759014148789,86.94659972615244,1.9169329073482428,10.634413509812871
Census tract,Tract 7608.03,17031760803,6394,22.10139603232917,6.000435270010778,4.5407788390889054,93.11181631510172,35.18760500280008,4.194514865176307,57908.31140886,5.2171378606820165,66.19061498105509,9.705625182162636,15.403672398717577
Census tract,Tract 7705,17031770500,4632,29.846153846153843,8.2,10.08284023668639,58.41628959276019,5.339366515837104,3.532008830022075,49992.50977173406,27.597633136094675,10.366863905325443,0.0,88.85207100591715
Census tract,Tract 7706.02,17031770602,4762,19.88726042841037,7.0,8.838782412626832,76.18453865336659,19.07730673316708,6.914678528103519,73874.7024556889,14.737320900614051,42.45529873528129,1.0902747492368077,45.59529001308329
Census tract,Tract 7707,17031770700,2537,11.125711782742007,6.1,8.278580814717477,89.88165680473372,28.46153846153846,3.2679738562091507,59875.11258013709,7.533946561541831,65.1528384279476,0.9170305676855894,27.33624454148472
Census tract,Tract 7708,17031770800,5661,7.829551359778278,5.7,4.036029793868006,85.02125531382846,27.831957989497376,4.545454545454546,68363.07455799817,3.152606963450546,52.43374328771869,1.0046769443963277,41.24372076909752
Census tract,Tract 7709.01,17031770901,5245,7.172643869891576,7.099998014662484,11.175979983319433,84.4017094017094,30.84935897435897,6.315034086831719,94401.87160318551,5.336134453781512,77.27272727272727,0.2710592160133445,9.612176814011676
Census tract,Tract 7709.02,17031770902,3732,11.477987421383649,6.7,11.0062893081761,87.6944837340877,30.622347949080623,4.4609665427509295,74500.04436655648,3.642557651991614,77.33228511530397,0.2096436058700209,15.959119496855346
Census tract,Tract 8104,17031810400,5409,2.794271742927,4.9,7.474676912329723,95.2495780081987,57.24620207378828,2.3770758710517748,120501.18560748907,2.637093957387356,89.97555012224939,1.0129235068110374,2.672022354173944
Census tract,Tract 8105.01,17031810501,5293,5.565353713501862,7.3,9.602194787379972,91.01434684117795,29.851497608859805,5.020576131687243,72251.74764302668,5.01665686850872,81.68853394181403,1.25499144324016,9.925841414717627
Census tract,Tract 8105.02,17031810502,5355,8.349793499730653,7.3,9.714490931944692,85.56701030927834,26.10221539811362,6.0475875743555845,64900.770957652116,5.638355180463279,74.59801573725625,0.8210742387957578,14.488539172083476
Census tract,Tract 8106,17031810600,4949,7.610286431110182,6.400000000000001,7.965711896299394,88.95439031957804,28.85510394042817,5.115511551155116,61005.6794072628,6.125862429437592,59.43968220781935,1.3171649592306085,24.900689943550077
Census tract,Tract 8233.04,17031823304,5872,5.953517987901942,6.3,13.498885705189432,88.75177978168011,16.492643569055527,7.201042684913653,51300.04285809357,12.992817238627294,47.866921362623366,24.180197389366445,25.198981216173195
Census tract,Tract 8305,17031830500,4410,17.806484295845998,5.6,12.23404255319149,58.65539452495975,13.365539452495977,8.323765786452354,54204.85689567204,9.523809523809524,0.5065856129685917,0.8105369807497468,98.68287740628166
Census tract,Tract 8306,17031830600,4935,21.899184271073,4.6,9.433172976364776,84.15756181713628,42.98447383553767,9.59866220735786,54432.25395416934,20.74879732273583,40.49707602339181,17.794486215538846,27.694235588972436
Census tract,Tract 8307,17031830700,4006,12.638267827724173,5.0,12.144033890327137,89.78260869565217,47.17391304347826,6.25,58985.69666585328,24.51536643026005,35.655448340786066,39.65638973876206,13.20310661332078
Census tract,Tract 8308,17031830800,2405,4.140786749482402,2.0,9.399585921325052,100.0,77.20334810438207,6.603275224511358,69227.73353446172,6.3354037267080745,71.96687370600414,4.43064182194617,9.648033126293996
Census tract,Tract 8309,17031830900,3076,2.7392627663172133,2.6,3.7199864727764624,90.76447193990278,66.63720724701724,4.349838037945395,111693.2172852104,4.47305997966791,57.32160973960095,2.367264119039567,31.61988501859993
Census tract,Tract 8310,17031831000,2633,0.4046762589928057,1.6,5.710431654676259,99.25571504518874,86.54970760233918,4.756022235948116,162753.943077708,4.5413669064748206,85.16187050359713,1.6636690647482015,7.913669064748201
Census tract,Tract 8311,17031831100,6697,21.91628424419413,5.5,10.582672785426226,88.23990591924735,44.43355546844375,3.7097148156735456,88316.24951751369,11.644122158694744,42.99819218467529,1.446252259769156,50.243359755249614
Census tract,Tract 8312,17031831200,4832,14.54352441613588,5.2,9.51167728237792,71.20135363790186,13.77326565143824,7.533980582524272,50729.716364604355,6.518046709129512,7.961783439490445,3.673036093418259,87.60084925690022
Census tract,Tract 8313,17031831300,1251,23.12925170068027,4.1,25.34013605442177,56.69988925802879,13.842746400885936,5.133928571428571,39559.75278954724,32.73809523809524,0.5102040816326531,21.598639455782312,73.12925170068027
Census tract,Tract 8314,17031831400,2820,20.110091743119263,7.599999999999999,10.568807339449542,82.0,19.57142857142857,11.312700106723586,30451.033518933426,27.522935779816518,14.24713031735314,50.81026333558406,26.2660364618501
Census tract,Tract 8315,17031831500,4421,17.02513604560767,5.4,13.26768592899715,74.59662288930582,20.48780487804878,5.345911949685535,70524.26353734554,11.401917595231923,28.971236071521115,9.147447525265614,55.091992744234254
Census tract,Tract 8316,17031831600,7745,6.121035867608365,6.4,18.6123805567096,75.46946036766158,14.983198260525796,6.255307104443815,58535.48716697353,6.165142698808534,31.256058717629134,7.93518903199003,56.10026312145132
Census tract,Tract 8317,17031831700,2237,9.352517985611511,5.0,7.733812949640288,84.76658476658476,35.62653562653563,4.308943089430894,40943.3905366135,10.971223021582734,43.97482014388489,2.7428057553956835,46.043165467625904
Census tract,Tract 8318,17031831800,5868,10.381409446830007,4.3,8.84061631725183,88.19216669882307,44.163611807833306,3.3869395711500974,73785.76086426052,14.020781270551096,39.26496590047992,3.308916393028542,17.971710027784795
Census tract,Tract 8319,17031831900,3040,1.626545217957059,1.9,4.001301236174366,96.07843137254902,79.36720142602496,2.565217391304348,114742.9052552186,13.98828887443071,76.7729342875732,2.277163305139883,11.613532856213403
Census tract,Tract 8320,17031832000,2062,2.469135802469136,2.0,8.171663727219283,98.24828636709825,85.91012947448591,3.8306451612903225,118125.43650036602,8.641975308641975,77.42504409171076,3.057025279247501,8.171663727219283
Census tract,Tract 8321,17031832100,3410,10.857461024498887,2.3,3.6748329621380846,95.36663980660758,77.3569701853344,4.518893650175302,73340.13598349564,15.39753639417693,50.75167037861915,28.368596881959917,12.221603563474387
Census tract,Tract 8322,17031832200,3289,5.503731343283582,2.1,4.975124378109453,98.91129032258064,86.16935483870968,0.81799591002045,138163.88535681803,6.314152410575427,74.28482587064677,2.8917910447761197,7.991293532338309
Census tract,Tract 8323,17031832300,2054,5.056759545923633,2.0,5.263157894736842,99.435382685069,78.92095357590966,2.2372881355932206,109926.30546374143,4.695562435500515,65.58307533539731,8.152734778121776,12.951496388028897
Census tract,Tract 8324,17031832400,3601,5.845980888139405,2.1,4.1596402473299605,94.5859872611465,69.88676574663836,4.12290937378452,121241.14297122828,4.726861024624965,60.82068577852726,5.53681843732434,26.30691399662732
Census tract,Tract 8325,17031832500,3334,2.369077306733167,3.2,4.987531172069826,93.21955719557197,75.64575645756457,4.945340968245706,130661.61627365291,15.251572327044023,74.45834604821484,4.363747329874886,11.168751907232224
Census tract,Tract 8326,17031832600,4147,2.092916283348666,2.0,2.989880404783809,98.62385321100918,86.56618610747051,5.173587474472431,184817.87621730738,3.012879484820607,86.72953081876726,0.9199632014719412,3.702851885924563
Census tract,Tract 8329,17031832900,1995,4.875717017208412,2.8,10.707456978967496,96.68874172185431,80.79470198675497,3.4134988363072147,69574.33066394551,36.47227533460803,48.1357552581262,2.581261950286807,7.074569789674952
Census tract,Tract 8330,17031833000,5637,1.0690613641223008,2.2,9.835364549925163,100.0,82.79936974789915,5.3439454235361,176606.82517358413,6.392986957451358,80.86380158221081,3.827239683557836,1.7746418644430189
Census tract,Tract 8331,17031833100,9493,2.565020281555715,2.4,6.120257695060845,97.50073078047356,88.35135925168079,1.9476567255021304,146812.3089686994,5.571462658076831,61.0343606092809,5.939308064706577,7.214547172039201
Census tract,Tract 8333,17031833300,2912,1.0873640794900636,4.1,2.999625046869141,97.94701986754968,87.21854304635761,8.90642615558061,78026.53262051065,29.502059153874956,41.21370067014147,4.206999255398362,8.711839166046165
Census tract,Tract 8339,17031833900,2333,12.79673590504451,7.200000000000001,10.645400593471807,76.5625,13.991477272727272,24.326833797585888,36312.00931697686,46.1053412462908,1.5207715133531157,47.06973293768546,49.36943620178042
Census tract,Tract 8340,17031834000,3609,7.666463042150275,7.2,18.753817959682344,85.86224754013465,17.918177110305542,25.049051667756707,35937.904478803874,21.96090409285278,0.0,93.03604153940135,0.0
Census tract,Tract 8342,17031834200,4693,6.169801371066972,5.7,11.390402531200564,95.08113590263692,25.938133874239348,18.72307089698394,52512.21588766388,22.567543704750133,0.0878889084197574,99.54297767621726,0.3691334153629812
Census tract,Tract 8343,17031834300,6240,12.576786291626252,6.9,17.42644681538959,94.5389435989257,32.9006266786034,12.937181663837013,48572.19507974888,20.126091173617848,0.0484966052376333,93.17814419657292,0.7921112188813451
Census tract,Tract 8344,17031834400,3765,6.33356790992259,5.3,17.593244194229417,94.83168990139409,29.07174430465828,13.85593220338983,30962.67690055236,19.587145202908747,11.306591602158104,72.06192821956368,2.8852920478536244
Census tract,Tract 8345,17031834500,1765,10.114503816793894,6.9,9.79643765903308,88.09788654060067,10.678531701890993,13.2,44372.68488653253,36.12363168061815,1.2722646310432568,93.00254452926208,0.0
Census tract,Tract 8346,17031834600,2357,3.671232876712329,9.9,30.794520547945204,75.26236881559221,4.94752623688156,24.294478527607364,24118.758978681868,39.83561643835616,1.1506849315068493,85.47945205479452,12.493150684931509
Census tract,Tract 8347,17031834700,1759,15.922619047619047,11.1,28.348214285714285,79.62413452027695,21.06824925816024,14.897260273972604,31404.63408682535,29.75206611570248,1.1160714285714286,81.77083333333334,14.583333333333334
